seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	1655747	1655857	111	*	X00040	728642	1634170	1655791	21622	-	0	overlapStart	0	CDK11A
chr1	1655747	1655857	111	*	X00040	984	1571100	1655775	84676	-	0	overlapStart	0	CDK11B
chr1	1655889	1655926	38	*	X00041	728642	1634170	1655791	21622	-	97	upstream	97	CDK11A
chr1	1655889	1655926	38	*	X00041	984	1571100	1655775	84676	-	113	upstream	113	CDK11B
chr1	1656077	1656135	59	*	X00042	728642	1634170	1655791	21622	-	285	upstream	285	CDK11A
chr1	1656077	1656135	59	*	X00042	984	1571100	1655775	84676	-	301	upstream	301	CDK11B
chr1	1677415	1677987	573	*	X00043	728661	1590988	1677438	86451	-	0	overlapStart	0	SLC35E2B
chr1	1677415	1677987	573	*	X00043	9906	1656277	1677438	21162	-	0	overlapStart	0	SLC35E2A
chr1	1822456	1822752	297	*	X00045	2782	1716725	1822526	105802	-	0	overlapStart	0	GNB1
chr1	1850720	1850781	62	*	X00046	339456	1849029	1850740	1712	-	0	overlapStart	0	TMEM52
chr1	1851071	1851079	9	*	X00047	339456	1849029	1850740	1712	-	330	upstream	330	TMEM52
chr1	1982176	1982190	15	*	X00048	5590	1981909	2116834	134926	+	0	inside	266	PRKCZ
chr1	2139342	2139413	72	*	X00051	199990	2115899	2139172	23274	-	169	upstream	169	FAAP20
chr1	2457634	2457750	117	*	X00052	55229	2439975	2458035	18061	-	0	inside	284	PANK4
chr1	3712899	3712929	31	*	X00056	57470	3696784	3713068	16285	-	0	inside	138	LRRC47
chr1	3712990	3713250	261	*	X00057	57470	3696784	3713068	16285	-	0	overlapStart	0	LRRC47
chr1	3773670	3773723	54	*	X00058	1677	3773845	3801993	28149	+	121	upstream	121	DFFB
chr1	3773670	3773723	54	*	X00058	9731	3728645	3773797	45153	-	0	inside	73	CEP104
chr1	3816677	3816812	136	*	X00059	100133612	3816968	3833879	16912	+	155	upstream	155	LINC01134
chr1	3816677	3816812	136	*	X00059	339448	3805697	3816857	11161	-	0	inside	44	C1orf174
chr1	3817362	3817396	35	*	X00060	339448	3805697	3816857	11161	-	504	upstream	504	C1orf174
chr1	3817414	3817428	15	*	X00061	339448	3805697	3816857	11161	-	556	upstream	556	C1orf174
chr1	6052991	6053012	22	*	X00062	261734	5922870	6052533	129664	-	457	upstream	457	NPHP4
chr1	6259485	6259930	446	*	X00063	6146	6245080	6259679	14600	-	0	overlapStart	0	RPL22
chr1	6259956	6259973	18	*	X00064	6146	6245080	6259679	14600	-	276	upstream	276	RPL22
chr1	6259986	6259999	14	*	X00065	6146	6245080	6259679	14600	-	306	upstream	306	RPL22
chr1	6295821	6295857	37	*	X00066	23463	6281253	6296044	14792	-	0	inside	186	ICMT
chr1	6295872	6295888	17	*	X00067	23463	6281253	6296044	14792	-	0	inside	155	ICMT
chr1	6295903	6295914	12	*	X00068	23463	6281253	6296044	14792	-	0	inside	129	ICMT
chr1	6296018	6296043	26	*	X00069	23463	6281253	6296044	14792	-	0	inside	0	ICMT
chr1	6321265	6321286	22	*	X00070	387509	6307406	6321035	13630	-	229	upstream	229	GPR153
chr1	6614429	6614659	231	*	X00071	79707	6581407	6614658	33252	-	0	overlapStart	0	NOL9
chr1	6614429	6614659	231	*	X00071	80835	6615338	6639817	24480	+	678	upstream	678	TAS1R1
chr1	6662477	6662922	446	*	X00076	9903	6650779	6662929	12151	-	0	inside	6	KLHL21
chr1	6663015	6663030	16	*	X00077	9903	6650779	6662929	12151	-	85	upstream	85	KLHL21
chr1	6673540	6673597	58	*	X00078	148479	6673756	6684093	10338	+	158	upstream	158	PHF13
chr1	6673982	6674025	44	*	X00079	148479	6673756	6684093	10338	+	0	inside	225	PHF13
chr1	6674044	6674056	13	*	X00080	148479	6673756	6684093	10338	+	0	inside	287	PHF13
chr1	6761672	6761718	47	*	X00082	55735	6694228	6761966	67739	-	0	inside	247	DNAJC11
chr1	6761730	6762159	430	*	X00083	55735	6694228	6761966	67739	-	0	overlapStart	0	DNAJC11
chr1	7844231	7844256	26	*	X00086	8863	7844380	7905237	60858	+	123	upstream	123	PER3
chr1	7844337	7844389	53	*	X00087	8863	7844380	7905237	60858	+	0	overlapStart	0	PER3
chr1	7844419	7844529	111	*	X00088	8863	7844380	7905237	60858	+	0	inside	38	PER3
chr1	8021376	8021386	11	*	X00089	11315	8021714	8045342	23629	+	327	upstream	327	PARK7
chr1	8021413	8022092	680	*	X00090	11315	8021714	8045342	23629	+	0	overlapStart	0	PARK7
chr1	8877604	8877778	175	*	X00096	473	8412464	8877699	465236	-	0	overlapStart	0	RERE
chr1	9294882	9295120	239	*	X00098	9563	9294863	9331394	36532	+	0	inside	18	H6PD
chr1	9599605	9599708	104	*	X00100	84275	9599528	9642831	43304	+	0	inside	76	SLC25A33
chr1	9649090	9649128	39	*	X00101	199953	9648932	9674935	26004	+	0	inside	157	TMEM201
chr1	9884604	9884701	98	*	X00107	22883	9789079	9884550	95472	-	53	upstream	53	CLSTN1
chr1	9970169	9970343	175	*	X00108	56998	9908334	9970316	61983	-	0	overlapStart	0	CTNNBIP1
chr1	10003197	10003673	477	*	X00109	64802	10003486	10045556	42071	+	0	overlapStart	0	NMNAT1
chr1	10003197	10003673	477	*	X00109	84328	9989776	10003427	13652	-	0	overlapStart	0	LZIC
chr1	10490364	10490724	361	*	X00110	100526739	10490159	10512060	21902	+	0	inside	204	CENPS-CORT
chr1	10490364	10490724	361	*	X00110	378708	10490159	10502872	12714	+	0	inside	204	CENPS
chr1	10532482	10532499	18	*	X00112	1676	10520603	10532613	12011	-	0	inside	113	DFFA
chr1	10532513	10532523	11	*	X00113	1676	10520603	10532613	12011	-	0	inside	89	DFFA
chr1	10534885	10535117	233	*	X00114	5195	10535003	10690815	155813	+	0	overlapStart	0	PEX14
chr1	10535134	10535153	20	*	X00115	5195	10535003	10690815	155813	+	0	inside	130	PEX14
chr1	10856556	10856731	176	*	X00117	54897	10696666	10856733	160068	-	0	inside	1	CASZ1
chr1	10856797	10856976	180	*	X00118	54897	10696666	10856733	160068	-	63	upstream	63	CASZ1
chr1	11072454	11072512	59	*	X00119	23435	11072679	11085549	12871	+	166	upstream	166	TARDBP
chr1	11072615	11072842	228	*	X00120	23435	11072679	11085549	12871	+	0	overlapStart	0	TARDBP
chr1	11159788	11159969	182	*	X00121	5394	11126676	11159938	33263	-	0	overlapStart	0	EXOSC10
chr1	11322859	11323036	178	*	X00122	2475	11166588	11322608	156021	-	250	upstream	250	MTOR
chr1	11333250	11333517	268	*	X00123	29914	11333255	11348491	15237	+	0	overlapStart	0	UBIAD1
chr1	11538883	11538917	35	*	X00124	57540	11539295	11597640	58346	+	377	upstream	377	DISP3
chr1	11539077	11539309	233	*	X00125	57540	11539295	11597640	58346	+	0	overlapStart	0	DISP3
chr1	11994780	11994815	36	*	X00130	5351	11994724	12035599	40876	+	0	inside	55	PLOD1
chr1	12289984	12290192	209	*	X00131	55187	12290113	12572098	281986	+	0	overlapStart	0	VPS13D
chr1	15573532	15573542	11	*	X00132	114827	15573768	15726778	153011	+	225	upstream	225	FHAD1
chr1	15573603	15573635	33	*	X00133	114827	15573768	15726778	153011	+	132	upstream	132	FHAD1
chr1	15853293	15853521	229	*	X00134	23341	15853352	15918874	65523	+	0	overlapStart	0	DNAJC16
chr1	16174024	16174288	265	*	X00136	23013	16174359	16266950	92592	+	70	upstream	70	SPEN
chr1	16174333	16174368	36	*	X00137	23013	16174359	16266950	92592	+	0	overlapStart	0	SPEN
chr1	16174333	16174368	36	*	X00137	729614	16160710	16174642	13933	-	0	inside	273	FLJ37453
chr1	16302408	16302643	236	*	X00138	7709	16268364	16302627	34264	-	0	overlapStart	0	ZBTB17
chr1	16678604	16679185	582	*	X00139	54455	16576559	16678948	102390	-	0	overlapStart	0	FBXO42
chr1	16693791	16693810	20	*	X00140	26099	16693525	16724643	31119	+	0	inside	265	SZRD1
chr1	16767052	16767300	249	*	X00141	55707	16767167	16786584	19418	+	0	overlapStart	0	NECAP2
chr1	16767333	16767374	42	*	X00142	55707	16767167	16786584	19418	+	0	inside	165	NECAP2
chr1	16939773	16940386	614	*	X00151	55672	16888922	16940100	51179	-	0	overlapStart	0	NBPF1
chr1	16970939	16971495	557	*	X00152	11209	16972069	16976915	4847	+	573	upstream	573	MST1P2
chr1	16970939	16971495	557	*	X00152	84809	16944751	16971178	26428	-	0	overlapStart	0	CROCCP2
chr1	17380540	17380610	71	*	X00165	6390	17345225	17380665	35441	-	0	inside	54	SDHB
chr1	19577982	19578361	380	*	X00171	23065	19542158	19578053	35896	-	0	overlapStart	0	EMC1
chr1	19577982	19578361	380	*	X00171	51154	19578075	19586622	8548	+	0	overlapStart	0	MRTO4
chr1	19638501	19638521	21	*	X00172	54896	19638740	19658922	20183	+	218	upstream	218	SLC66A1
chr1	19638501	19638521	21	*	X00172	8574	19629202	19638640	9439	-	0	inside	118	AKR7A2
chr1	19638536	19638588	53	*	X00173	54896	19638740	19658922	20183	+	151	upstream	151	SLC66A1
chr1	19638536	19638588	53	*	X00173	8574	19629202	19638640	9439	-	0	inside	51	AKR7A2
chr1	21672461	21672548	88	*	X00182	1889	21543740	21672034	128295	-	426	upstream	426	ECE1
chr1	22109512	22109666	155	*	X00183	84196	22004792	22109688	104897	-	0	inside	21	USP48
chr1	22109688	22109726	39	*	X00184	84196	22004792	22109688	104897	-	0	overlapStart	0	USP48
chr1	22379151	22379300	150	*	X00185	998	22379120	22419436	40317	+	0	inside	30	CDC42
chr1	22777967	22777982	16	*	X00186	9923	22778344	22857650	79307	+	361	upstream	361	ZBTB40
chr1	22778007	22778022	16	*	X00187	9923	22778344	22857650	79307	+	321	upstream	321	ZBTB40
chr1	22778042	22778086	45	*	X00188	9923	22778344	22857650	79307	+	257	upstream	257	ZBTB40
chr1	22778194	22778564	371	*	X00189	9923	22778344	22857650	79307	+	0	overlapStart	0	ZBTB40
chr1	23345762	23346118	357	*	X00190	23028	23345941	23410184	64244	+	0	overlapStart	0	KDM1A
chr1	23670690	23670774	85	*	X00191	10236	23636276	23670853	34578	-	0	inside	78	HNRNPR
chr1	23695395	23695491	97	*	X00192	148898	23695464	23698330	2867	+	0	overlapStart	0	ZNF436-AS1
chr1	24018188	24018431	244	*	X00193	6135	24018269	24022915	4647	+	0	overlapStart	0	RPL11
chr1	24069888	24070103	216	*	X00194	6924	24069856	24088549	18694	+	0	inside	31	ELOA
chr1	24104891	24105126	236	*	X00195	100506963	24086872	24104787	17916	-	103	upstream	103	ELOA-AS1
chr1	24104891	24105126	236	*	X00195	57095	24104876	24114722	9847	+	0	inside	14	PITHD1
chr1	24117592	24117607	16	*	X00196	11313	24117646	24122029	4384	+	38	upstream	38	LYPLA2
chr1	24127201	24127499	299	*	X00197	2582	24122089	24127294	5206	-	0	overlapStart	0	GALE
chr1	24285557	24285599	43	*	X00199	55629	24286301	24289949	3649	+	701	upstream	701	PNRC2
chr1	24286245	24286266	22	*	X00200	55629	24286301	24289949	3649	+	34	upstream	34	PNRC2
chr1	24829381	24829420	40	*	X00202	100750325	24822823	24828850	6028	-	530	upstream	530	RCAN3AS
chr1	24969273	24969352	80	*	X00203	10250	24969594	24999772	30179	+	241	upstream	241	SRRM1
chr1	24969377	24969491	115	*	X00204	10250	24969594	24999772	30179	+	102	upstream	102	SRRM1
chr1	24969679	24969738	60	*	X00205	10250	24969594	24999772	30179	+	0	inside	84	SRRM1
chr1	24969758	24969901	144	*	X00206	10250	24969594	24999772	30179	+	0	inside	163	SRRM1
chr1	25664762	25664792	31	*	X00211	23585	25664789	25688852	24064	+	0	overlapStart	0	TMEM50A
chr1	25664762	25664792	31	*	X00211	57035	25568740	25664656	95917	-	105	upstream	105	RSRP1
chr1	25664853	25664965	113	*	X00212	23585	25664789	25688852	24064	+	0	inside	63	TMEM50A
chr1	25664853	25664965	113	*	X00212	57035	25568740	25664656	95917	-	196	upstream	196	RSRP1
chr1	25756562	25756629	68	*	X00213	55219	25757388	25826698	69311	+	758	upstream	758	MACO1
chr1	25756562	25756629	68	*	X00213	6006	25688740	25756683	67944	-	0	inside	53	RHCE
chr1	25756643	25756790	148	*	X00214	55219	25757388	25826698	69311	+	597	upstream	597	MACO1
chr1	25756643	25756790	148	*	X00214	6006	25688740	25756683	67944	-	0	overlapStart	0	RHCE
chr1	25756874	25756921	48	*	X00215	55219	25757388	25826698	69311	+	466	upstream	466	MACO1
chr1	25756874	25756921	48	*	X00215	6006	25688740	25756683	67944	-	190	upstream	190	RHCE
chr1	25943340	25943430	91	*	X00216	57134	25943959	26111258	167300	+	528	upstream	528	MAN1C1
chr1	26146285	26146524	240	*	X00217	56181	26146397	26159433	13037	+	0	overlapStart	0	MTFR1L
chr1	26185752	26185981	230	*	X00218	79000	26160497	26185848	25352	-	0	overlapStart	0	AUNIP
chr1	26232784	26233030	247	*	X00222	100500808	26232853	26232945	93	-	0	includeFeature	0	MIR3917
chr1	26324504	26324595	92	*	X00223	5051	26286258	26324648	38391	-	0	inside	52	PAFAH2
chr1	26324846	26325018	173	*	X00224	5051	26286258	26324648	38391	-	197	upstream	197	PAFAH2
chr1	26496341	26496466	126	*	X00225	51042	26496388	26497364	977	+	0	overlapStart	0	ZNF593
chr1	26758689	26758719	31	*	X00226	79947	26758773	26797795	39023	+	53	upstream	53	DHDDS
chr1	26758785	26758883	99	*	X00227	79947	26758773	26797795	39023	+	0	inside	11	DHDDS
chr1	27114244	27114462	219	*	X00232	55650	27114454	27124894	10441	+	0	overlapStart	0	PIGV
chr1	27216532	27216575	44	*	X00233	54707	27205873	27216869	10997	-	0	inside	293	GPN2
chr1	27216721	27216735	15	*	X00234	54707	27205873	27216869	10997	-	0	inside	133	GPN2
chr1	27248324	27248349	26	*	X00235	10726	27248213	27273362	25150	+	0	inside	110	NUDC
chr1	27286840	27286965	126	*	X00236	126695	27276047	27286901	10855	-	0	overlapStart	0	KDF1
chr1	27481453	27481768	316	*	X00238	6548	27425300	27481621	56322	-	0	overlapStart	0	SLC9A1
chr1	27561012	27561316	305	*	X00239	23038	27561007	27635124	74118	+	0	inside	4	WDTC1
chr1	27648462	27648980	519	*	X00240	644961	27650365	27653016	2652	+	1384	upstream	1384	ACTG1P20
chr1	27648462	27648980	519	*	X00240	84065	27648636	27662891	14256	+	0	overlapStart	0	TMEM222
chr1	27930203	27930334	132	*	X00243	27245	27860756	27930361	69606	-	0	inside	26	AHDC1
chr1	27930353	27930431	79	*	X00244	27245	27860756	27930361	69606	-	0	overlapStart	0	AHDC1
chr1	27930478	27930700	223	*	X00245	27245	27860756	27930361	69606	-	116	upstream	116	AHDC1
chr1	28099708	28099901	194	*	X00246	23673	28099694	28150963	51270	+	0	inside	13	STX12
chr1	28157105	28157448	344	*	X00247	5511	28157252	28178183	20932	+	0	overlapStart	0	PPP1R8
chr1	28241142	28241176	35	*	X00248	6118	28218049	28241236	23188	-	0	inside	59	RPA2
chr1	28559524	28559553	30	*	X00249	22826	28526790	28559542	32753	-	0	overlapStart	0	DNAJC8
chr1	28559580	28559687	108	*	X00250	22826	28526790	28559542	32753	-	37	upstream	37	DNAJC8
chr1	28562668	28562700	33	*	X00251	93974	28562602	28564616	2015	+	0	inside	65	ATP5IF1
chr1	28562727	28562759	33	*	X00252	93974	28562602	28564616	2015	+	0	inside	124	ATP5IF1
chr1	28585978	28586578	601	*	X00254	83667	28585963	28609002	23040	+	0	inside	14	SESN2
chr1	28655240	28655255	16	*	X00255	54797	28655513	28662478	6966	+	257	upstream	257	MED18
chr1	28655348	28655723	376	*	X00256	54797	28655513	28662478	6966	+	0	overlapStart	0	MED18
chr1	28696141	28696359	219	*	X00257	65979	28696093	28826881	130789	+	0	inside	47	PHACTR4
chr1	28879353	28879404	52	*	X00262	54952	28879529	28905057	25529	+	124	upstream	124	TRNAU1AP
chr1	28879483	28879687	205	*	X00263	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28879754	28879767	14	*	X00264	54952	28879529	28905057	25529	+	0	inside	224	TRNAU1AP
chr1	28907975	28908664	690	*	X00265	677825	28906893	28907024	132	-	950	upstream	950	SNORA44
chr1	28907975	28908664	690	*	X00265	677838	28906276	28906405	130	-	1569	upstream	1569	SNORA61
chr1	28907975	28908664	690	*	X00265	692073	28907432	28907565	134	-	409	upstream	409	SNORA16A
chr1	28907975	28908664	690	*	X00265	85028	28905050	28908383	3334	-	0	overlapStart	0	SNHG12
chr1	28969434	28969767	334	*	X00266	6883	28929609	28969604	39996	-	0	overlapStart	0	TAF12
chr1	28974991	28975726	736	*	X00267	26824	28975112	28975246	135	+	0	includeFeature	0	RNU11
chr1	28995197	28995365	169	*	X00268	10691	28995240	29042115	46876	+	0	overlapStart	0	GMEB1
chr1	28995408	28995501	94	*	X00269	10691	28995240	29042115	46876	+	0	inside	167	GMEB1
chr1	29063165	29063654	490	*	X00270	51441	29063133	29096287	33155	+	0	inside	31	YTHDF2
chr1	31191539	31191552	14	*	X00276	100129196	31191619	31199593	7975	+	66	upstream	66	MATN1-AS1
chr1	31191616	31191800	185	*	X00277	100129196	31191619	31199593	7975	+	0	overlapStart	0	MATN1-AS1
chr1	31538446	31538650	205	*	X00279	9698	31404353	31538763	134411	-	0	inside	112	PUM1
chr1	32479424	32479571	148	*	X00281	10657	32479295	32526460	47166	+	0	inside	128	KHDRBS1
chr1	32538354	32538674	321	*	X00283	55116	32538503	32568467	29965	+	0	overlapStart	0	TMEM39B
chr1	32573621	32573714	94	*	X00284	23633	32573644	32642168	68525	+	0	overlapStart	0	KPNA6
chr1	32573756	32573774	19	*	X00285	23633	32573644	32642168	68525	+	0	inside	111	KPNA6
chr1	32645250	32645567	318	*	X00286	200081	32645345	32663886	18542	+	0	overlapStart	0	TXLNA
chr1	32645618	32645657	40	*	X00287	200081	32645345	32663886	18542	+	0	inside	272	TXLNA
chr1	32757398	32758067	670	*	X00288	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32801589	32801602	14	*	X00291	65108	32799430	32801840	2411	-	0	inside	237	MARCKSL1
chr1	32801721	32801782	62	*	X00292	65108	32799430	32801840	2411	-	0	inside	57	MARCKSL1
chr1	32801811	32802100	290	*	X00293	65108	32799430	32801840	2411	-	0	overlapStart	0	MARCKSL1
chr1	32860216	32860280	65	*	X00297	55108	32830705	32860062	29358	-	153	upstream	153	BSDC1
chr1	32860326	32860427	102	*	X00298	55108	32830705	32860062	29358	-	263	upstream	263	BSDC1
chr1	33116623	33116956	334	*	X00299	339487	33065773	33116185	50413	-	437	upstream	437	ZBTB8OS
chr1	33116623	33116956	334	*	X00299	5928	33116749	33151812	35064	+	0	overlapStart	0	RBBP4
chr1	33282835	33283213	379	*	X00301	64766	33283043	33324480	41438	+	0	overlapStart	0	S100PBP
chr1	33430285	33430509	225	*	X00304	127544	33402050	33430286	28237	-	0	overlapStart	0	RNF19B
chr1	33430601	33430638	38	*	X00305	127544	33402050	33430286	28237	-	314	upstream	314	RNF19B
chr1	33502389	33502470	82	*	X00306	204	33473541	33502512	28972	-	0	inside	41	AK2
chr1	33502482	33502513	32	*	X00307	204	33473541	33502512	28972	-	0	overlapStart	0	AK2
chr1	33647709	33647713	5	*	X00310	55223	33611003	33647671	36669	-	37	upstream	37	TRIM62
chr1	33722386	33722711	326	*	X00311	149076	33722174	33766320	44147	+	0	inside	211	ZNF362
chr1	33896370	33896576	207	*	X00314	1912	33789224	33896615	107392	-	0	inside	38	PHC2
chr1	35325236	35325257	22	*	X00315	113444	35315963	35325417	9455	-	0	inside	159	SMIM12
chr1	35325290	35325493	204	*	X00316	113444	35315963	35325417	9455	-	0	overlapStart	0	SMIM12
chr1	35497646	35497671	26	*	X00317	9204	35449368	35497569	48202	-	76	upstream	76	ZMYM6
chr1	35658246	35658536	291	*	X00319	6421	35649201	35658743	9543	-	0	inside	206	SFPQ
chr1	35658552	35658739	188	*	X00320	6421	35649201	35658743	9543	-	0	inside	3	SFPQ
chr1	35734266	35734330	65	*	X00321	9202	35734568	35887545	152978	+	237	upstream	237	ZMYM4
chr1	35734383	35734533	151	*	X00322	9202	35734568	35887545	152978	+	34	upstream	34	ZMYM4
chr1	36023345	36023429	85	*	X00323	23154	36023393	36032380	8988	+	0	overlapStart	0	NCDN
chr1	36023345	36023429	85	*	X00323	79932	35899091	36023551	124461	-	0	inside	121	KIAA0319L
chr1	36107053	36107237	185	*	X00324	5690	36035413	36107445	72033	-	0	inside	207	PSMB2
chr1	36396475	36397001	527	*	X00328	192669	36396319	36522063	125745	+	0	inside	155	AGO3
chr1	36554305	36554707	403	*	X00329	54936	36554453	36559533	5081	+	0	overlapStart	0	ADPRS
chr1	36554720	36554749	30	*	X00330	54936	36554453	36559533	5081	+	0	inside	266	ADPRS
chr1	36863403	36863491	89	*	X00333	84967	36859031	36863493	4463	-	0	inside	1	LSM10
chr1	36863506	36863544	39	*	X00334	84967	36859031	36863493	4463	-	12	upstream	12	LSM10
chr1	36929803	36930172	370	*	X00335	64960	36921362	36930040	8679	-	0	overlapStart	0	MRPS15
chr1	37980224	37980570	347	*	X00336	64769	37955561	37980420	24860	-	0	overlapStart	0	MEAF6
chr1	38020090	38020140	51	*	X00337	79753	38000050	38019945	19896	-	144	upstream	144	SNIP1
chr1	38100585	38100631	47	*	X00338	284654	38076951	38100595	23645	-	0	overlapStart	0	RSPO1
chr1	38259872	38259943	72	*	X00341	149175	38259774	38267278	7505	+	0	inside	97	MANEAL
chr1	38455526	38455757	232	*	X00342	10946	38422652	38455761	33110	-	0	inside	3	SF3A3
chr1	38455855	38455986	132	*	X00343	10946	38422652	38455761	33110	-	93	upstream	93	SF3A3
chr1	38477938	38477959	22	*	X00344	51118	38478384	38490497	12114	+	424	upstream	424	UTP11
chr1	38478001	38478014	14	*	X00345	51118	38478384	38490497	12114	+	369	upstream	369	UTP11
chr1	38478042	38478298	257	*	X00346	51118	38478384	38490497	12114	+	85	upstream	85	UTP11
chr1	38513123	38513153	31	*	X00347	5453	38509523	38512450	2928	-	672	upstream	672	POU3F1
chr1	39456796	39457059	264	*	X00350	79647	39456916	39471737	14822	+	0	overlapStart	0	AKIRIN1
chr1	40042303	40042315	13	*	X00355	8761	40026485	40042521	16037	-	0	inside	205	PABPC4
chr1	40042370	40042721	352	*	X00356	8761	40026485	40042521	16037	-	0	overlapStart	0	PABPC4
chr1	40204296	40204380	85	*	X00357	10450	40204517	40229586	25070	+	136	upstream	136	PPIE
chr1	40204540	40204554	15	*	X00358	10450	40204517	40229586	25070	+	0	inside	22	PPIE
chr1	40348974	40349274	301	*	X00359	54802	40306706	40349177	42472	-	0	overlapStart	0	TRIT1
chr1	40367433	40367657	225	*	X00362	4610	40361096	40367687	6592	-	0	inside	29	MYCL
chr1	40420892	40420958	67	*	X00363	84879	40420784	40435628	14845	+	0	inside	107	MFSD2A
chr1	40562826	40563018	193	*	X00364	5538	40538382	40563142	24761	-	0	inside	123	PPT1
chr1	40626915	40627210	296	*	X00365	6018	40627041	40706593	79553	+	0	overlapStart	0	RLF
chr1	40627248	40627281	34	*	X00366	6018	40627041	40706593	79553	+	0	inside	206	RLF
chr1	40723384	40723694	311	*	X00369	10269	40723722	40759856	36135	+	27	upstream	27	ZMPSTE24
chr1	40723803	40724046	244	*	X00370	10269	40723722	40759856	36135	+	0	inside	80	ZMPSTE24
chr1	40915749	40915816	68	*	X00373	65243	40915774	40929390	13617	+	0	overlapStart	0	ZFP69B
chr1	40915923	40915952	30	*	X00374	65243	40915774	40929390	13617	+	0	inside	148	ZFP69B
chr1	40974245	40974255	11	*	X00375	64789	40974433	40982214	7782	+	177	upstream	177	EXO5
chr1	40974268	40974603	336	*	X00376	64789	40974433	40982214	7782	+	0	overlapStart	0	EXO5
chr1	41157240	41157271	32	*	X00377	4802	41157242	41237276	80035	+	0	overlapStart	0	NFYC
chr1	41157304	41157561	258	*	X00378	4802	41157242	41237276	80035	+	0	inside	61	NFYC
chr1	41157807	41157983	177	*	X00379	100130557	41154752	41157933	3182	-	0	overlapStart	0	NFYC-AS1
chr1	41249183	41249296	114	*	X00380	9132	41249684	41306124	56441	+	387	upstream	387	KCNQ4
chr1	42922015	42922115	101	*	X00385	79717	42922173	42926086	3914	+	57	upstream	57	PPCS
chr1	42922015	42922115	101	*	X00385	84217	42896001	42921938	25938	-	76	upstream	76	ZMYND12
